"entity_id"	"core_entity_id"	"core_consensus_annotation"
"EW023_RS06640"	"g007900"	"hypothetical protein"
"EW023_RS06645"	"g008205"	"type II toxin-antitoxin system RelB/DinJ family antitoxin"
"EW023_RS06655"	"g005046"	"alpha-like surface protein"
"EW023_RS06660"	"g009635"	"YSIRK-targeted surface antigen transcriptional regulator"
"EW023_RS06665"	"g004436"	"3-deoxy-7-phosphoheptulonate synthase"
"EW023_RS06670"	"g009999"	"3-dehydroquinate synthase"
"EW023_RS06675"	"g008120"	"cupin domain-containing protein"
"EW023_RS06680"	"g007895"	"cupin domain-containing protein"
"EW023_RS06685"	"g005928"	"class I SAM-dependent methyltransferase"
"EW023_RS06690"	"g002444"	"shikimate dehydrogenase"
"EW023_RS06695"	"g005061"	"glycoside hydrolase family 2 protein"
"EW023_RS06700"	"g004814"	"response regulator transcription factor"
"EW023_RS06705"	"g010287"	"sensor histidine kinase"
"EW023_RS06710"	"g006477"	"YesL family protein"
"EW023_RS06715"	"g010669"	"extracellular solute-binding protein"
"EW023_RS06720"	"g011870"	"carbohydrate ABC transporter permease"
"EW023_RS06725"	"g011732"	"sugar ABC transporter permease"
"EW023_RS06730"	"g005504"	"ROK family protein"
"EW023_RS06735"	"g002148"	"glycoside hydrolase family 1 protein"
"EW023_RS06740"	"g004656"	"hyaluronidase"
"EW023_RS06745"	"g001066_2"	"GntR family transcriptional regulator"
"EW023_RS06750"	"g010981"	"glycoside hydrolase family 125 protein"
"EW023_RS06755"	"g002244"	"alpha-mannosidase"
"EW023_RS06760"	"g010878"	"sensor histidine kinase"
"EW023_RS06765"	"g010879"	"23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD"
"EW023_RS06770"	"g012652"	"recombination regulator RecX"
"EW023_RS06775"	"g002985"	"DUF402 domain-containing protein"
"EW023_RS06780"	"g000036_4"	"hypothetical protein"
"EW023_RS06850"	"g008685"	"hypothetical protein"
"EW023_RS06855"	"g006757"	"ribosome-associated translation inhibitor RaiA"
"EW023_RS06870"	"g006358"	"YigZ family protein"
"EW023_RS06875"	"g001096"	"cysteine synthase A"
"EW023_RS06880"	"g003443"	"S1 RNA-binding domain-containing protein"
"EW023_RS06885"	"g000616_1"	"peptidyl-prolyl cis-trans isomerase"
"EW023_RS06890"	"g000039"	"response regulator transcription factor"
"EW023_RS06895"	"g011478"	"sensor histidine kinase"
"EW023_RS06900"	"g012825"	"cell wall-active antibiotics response protein"
"EW023_RS06905"	"g010173"	"Stk1 family PASTA domain-containing Ser/Thr kinase"
"EW023_RS06910"	"g012845"	"Stp1/IreP family PP2C-type Ser/Thr phosphatase"
"EW023_RS06915"	"g005006"	"16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB"
"EW023_RS06920"	"g005461"	"methionyl-tRNA formyltransferase"
"EW023_RS06925"	"g005148"	"primosomal protein N'"
"EW023_RS06930"	"g008034"	"DNA-directed RNA polymerase subunit omega"
"EW023_RS06935"	"g002770"	"guanylate kinase"
"EW023_RS06940"	"g004728"	"ribonuclease Y"
"EW023_RS06945"	"g000007"	"LysR family transcriptional regulator"
"EW023_RS06950"	"g000057"	"acetyl-CoA C-acetyltransferase"
"EW023_RS06955"	"g001255"	"CoA transferase subunit A"
"EW023_RS06960"	"g000162"	"CoA transferase subunit B"
"EW023_RS06965"	"g012636"	"3-hydroxybutyrate dehydrogenase"
"EW023_RS06970"	"g010952"	"GntP family permease"
"EW023_RS06975"	"g007060"	"S-ribosylhomocysteine lyase"
"EW023_RS06980"	"g010629"	"hypothetical protein"
"EW023_RS06985"	"g009760"	"class I SAM-dependent RNA methyltransferase"
"EW023_RS06995"	"g007971"	"cell division regulator GpsB"
"EW023_RS07000"	"g006917"	"DUF1273 domain-containing protein"
"EW023_RS07005"	"g006466"	"Holliday junction resolvase RecU"
"EW023_RS07010"	"g010061"	"penicillin-binding protein"
"EW023_RS07015"	"g010923"	"aminopeptidase C"
"EW023_RS07020"	"g001141"	"ammonia-dependent NAD(+) synthetase"
"EW023_RS07025"	"g004824"	"nicotinate phosphoribosyltransferase"
"EW023_RS07030"	"g010807"	"amino acid permease"
"EW023_RS07035"	"g005462"	"thioredoxin-disulfide reductase"
"EW023_RS07040"	"g008686"	"DUF4059 family protein"
"EW023_RS07045"	"g000004"	"amino acid ABC transporter ATP-binding protein"
"EW023_RS07050"	"g012506"	"amino acid ABC transporter permease"
"EW023_RS07055"	"g010905"	"DEAD/DEAH box helicase"
"EW023_RS07060"	"g011446"	"phospho-N-acetylmuramoyl-pentapeptide- transferase"
"EW023_RS07065"	"g010034"	"penicillin-binding protein"
"EW023_RS07070"	"g007993"	"cell division protein FtsL"
"EW023_RS07075"	"g005270"	"16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH"
"EW023_RS07080"	"g003747"	"hypothetical protein"
"EW023_RS07085"	"g009426"	"glutamate-5-semialdehyde dehydrogenase"
"EW023_RS07090"	"g012411"	"glutamate 5-kinase"
"EW023_RS07095"	"g004706"	"ABC transporter permease"
"EW023_RS07100"	"g012874"	"ABC transporter ATP-binding protein"
"EW023_RS07105"	"g003766"	"bacteriocin immunity protein"
"EW023_RS07110"	"g000088"	"transketolase"
"EW023_RS07115"	"g006301"	"fructose-6-phosphate aldolase"
"EW023_RS07120"	"g004798"	"helix-turn-helix domain-containing protein"
"EW023_RS07125"	"g010900"	"NAD(P)/FAD-dependent oxidoreductase"
"EW023_RS07130"	"g002492"	"aquaporin family protein"
"EW023_RS07135"	"g010205"	"type 1 glycerol-3-phosphate oxidase"
"EW023_RS07140"	"g000997"	"glycerol kinase GlpK"
"EW023_RS07145"	"g007234"	"PepSY domain-containing protein"
"EW023_RS07150"	"g003798"	"DUF896 family protein"
"EW023_RS07155"	"g004530"	"glycine--tRNA ligase subunit beta"
"EW023_RS07160"	"g005526"	"glycine--tRNA ligase subunit alpha"
"EW023_RS07165"	"g008851"	"hypothetical protein"
"EW023_RS07170"	"g006733"	"isoprenylcysteine carboxyl methyltransferase family protein"
"EW023_RS07175"	"g012327"	"aldo/keto reductase"
"EW023_RS07180"	"g009779"	"N-acetylglucosamine-6-phosphate deacetylase"
"EW023_RS07185"	"g010401"	"Na/Pi cotransporter family protein"
"EW023_RS07190"	"g012930"	"hypothetical protein"
"EW023_RS07195"	"g012304"	"DegV family protein"
"EW023_RS07200"	"g006707"	"TetR/AcrR family transcriptional regulator"
"EW023_RS07205"	"g005773_1"	"Cof-type HAD-IIB family hydrolase"
"EW023_RS07210"	"g006478"	"trimeric intracellular cation channel family protein"
"EW023_RS07215"	"g002337"	"tagatose-bisphosphate aldolase"
"EW023_RS07225"	"g000657_1"	"galactose-6-phosphate isomerase subunit LacB"
"EW023_RS07230"	"g000713_2"	"galactose-6-phosphate isomerase subunit LacA"
"EW023_RS07240"	"g010662"	"PTS glucose transporter subunit IIC"
"EW023_RS07245"	"g001662"	"PTS sugar transporter subunit IIB"
"EW023_RS07250"	"g007115"	"PTS sugar transporter subunit IIA"
"EW023_RS07255"	"g005890_1"	"DeoR/GlpR transcriptional regulator"
"EW023_RS07260"	"g001831"	"hypothetical protein"
"EW023_RS07265"	"g000838"	"heavy-metal-associated domain-containing protein"
"EW023_RS07270"	"g004493"	"copper-translocating P-type ATPase"
"EW023_RS07275"	"g000706"	"CopY/TcrY family copper transport repressor"
"EW023_RS07280"	"g005304"	"alpha/beta hydrolase"
"EW023_RS07285"	"g003507"	"30S ribosome-binding factor RbfA"
"EW023_RS07290"	"g000950"	"translation initiation factor IF-2"
"EW023_RS07295"	"g008146"	"YlxQ-related RNA-binding protein"
"EW023_RS07300"	"g008180"	"YlxR family protein"
"EW023_RS07305"	"g009752"	"transcription termination/antitermination protein NusA"
"EW023_RS07310"	"g014644"	"None"
"EW023_RS07320"	"g002751"	"tRNA (guanosine(46)-N7)-methyltransferase TrmB"
"EW023_RS07325"	"g012561"	"phosphotransferase family protein"
"EW023_RS07330"	"g011350"	"ABC transporter permease"
"EW023_RS07335"	"g005986"	"ABC transporter ATP-binding protein"
"EW023_RS07340"	"g001519"	"HIT family protein"
"EW023_RS07345"	"g007772"	"hypothetical protein"
"EW023_RS07350"	"g009325"	"LCP family protein"
"EW023_RS07355"	"g006873"	"GNAT family N-acetyltransferase"
"EW023_RS07360"	"g007174"	"tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE"
"EW023_RS07365"	"g010645"	"NCS2 family permease"
"EW023_RS07370"	"g012457"	"Cof-type HAD-IIB family hydrolase"
"EW023_RS07375"	"g011541"	"PTS mannose transporter subunit IIAB"
"EW023_RS07380"	"g000273"	"PTS mannose/fructose/sorbose transporter subunit IIC"
"EW023_RS07385"	"g011954"	"PTS mannose/fructose/sorbose transporter family subunit IID"
"EW023_RS07390"	"g007758"	"DUF956 family protein"
"EW023_RS07395"	"g000864"	"serine--tRNA ligase"
"EW023_RS07400"	"g001104"	"acetyl-CoA carboxylase carboxyl transferase subunit alpha"
"EW023_RS07405"	"g012188"	"acetyl-CoA carboxylase carboxyltransferase subunit beta"
"EW023_RS07410"	"g000255"	"acetyl-CoA carboxylase biotin carboxylase subunit"
"EW023_RS07415"	"g003280"	"3-hydroxyacyl-ACP dehydratase FabZ"
"EW023_RS07420"	"g006974"	"acetyl-CoA carboxylase biotin carboxyl carrier protein"
"EW023_RS07425"	"g009497"	"beta-ketoacyl-ACP synthase II"
"EW023_RS07430"	"g012875"	"3-oxoacyl-[acyl-carrier-protein] reductase"
"EW023_RS07435"	"g011800"	"ACP S-malonyltransferase"
"EW023_RS07440"	"g011638"	"enoyl-[acyl-carrier-protein] reductase FabK"
"EW023_RS07445"	"g008687"	"acyl carrier protein"
"EW023_RS07450"	"g011628"	"ketoacyl-ACP synthase III"
"EW023_RS07455"	"g007331"	"MarR family transcriptional regulator"
"EW023_RS07460"	"g012562"	"enoyl-CoA hydratase"
"EW023_RS07465"	"g004354"	"molecular chaperone DnaJ"
"EW023_RS07470"	"g000961"	"molecular chaperone DnaK"
"EW023_RS07475"	"g006621"	"nucleotide exchange factor GrpE"
"EW023_RS07480"	"g011351"	"heat-inducible transcriptional repressor HrcA"
"EW023_RS07485"	"g006643"	"glycoside hydrolase family 73 protein"
"EW023_RS07490"	"g005975"	"D-alanyl-D-alanine carboxypeptidase family protein"
"EW023_RS07495"	"g006064"	"histidine phosphatase family protein"
"EW023_RS07500"	"g003820_2"	"GlsB/YeaQ/YmgE family stress response membrane protein"
"EW023_RS07505"	"g003929"	"hypothetical protein"
"EW023_RS07510"	"g004848"	"Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB"
"EW023_RS07515"	"g004828"	"Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA"
"EW023_RS07520"	"g008147"	"Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC"
"EW023_RS07530"	"g004018"	"hypothetical protein"
"EW023_RS07535"	"g006734"	"cysteine hydrolase"
"EW023_RS07540"	"g012618"	"GTP-sensing pleiotropic transcriptional regulator CodY"
"EW023_RS07545"	"g001918"	"pyridoxal phosphate-dependent aminotransferase"
"EW023_RS07550"	"g001430_1"	"universal stress protein"
"EW023_RS07555"	"g010787"	"Cof-type HAD-IIB family hydrolase"
"EW023_RS07560"	"g005381"	"asparaginase"
"EW023_RS07565"	"g013008"	"ABC transporter permease"
"EW023_RS07570"	"g012004"	"ABC transporter ATP-binding protein"
"EW023_RS07575"	"g004523"	"ATP-dependent DNA helicase RecG"
"EW023_RS07580"	"g000036_2"	"hypothetical protein"
"EW023_RS07585"	"g010773"	"ABC transporter ATP-binding protein"
"EW023_RS07590"	"g006148"	"energy-coupling factor transporter transmembrane protein EcfT"
"EW023_RS07595"	"g006534"	"MptD family putative ECF transporter S component"
"EW023_RS07600"	"g010352"	"ABC transporter ATP-binding protein"
"EW023_RS07605"	"g010256"	"ABC transporter ATP-binding protein/permease"
"EW023_RS07610"	"g000537"	"ABC transporter ATP-binding protein"
"EW023_RS07615"	"g011399"	"iron ABC transporter permease"
"EW023_RS07620"	"g012092"	"heme ABC transporter substrate-binding protein IsdE"
"EW023_RS07625"	"g012138"	"heme-binding protein"
"EW023_RS07630"	"g011066"	"DUF1533 domain-containing protein"
"EW023_RS07635"	"g000462"	"CHAP domain-containing protein"
"EW023_RS07640"	"g004412"	"alanine racemase"
"EW023_RS07645"	"g007773"	"holo-ACP synthase"
"EW023_RS07650"	"g000026"	"preprotein translocase subunit SecA"
"EW023_RS07655"	"g014645"	"None"
"EW023_RS07660"	"g009828"	"ISAs1-like element IS1548 family transposase"
"EW023_RS07665"	"g005414"	"mannose-6-phosphate isomerase%2C class I"
"EW023_RS07670"	"g012093"	"ROK family protein"
"EW023_RS07675"	"g002237"	"endo-beta-N-acetylglucosaminidase"
"EW023_RS07680"	"g010183"	"PTS beta-glucoside transporter subunit IIBCA"
"EW023_RS07685"	"g010677"	"glycoside hydrolase family 32 protein"
"EW023_RS07690"	"g011659"	"LacI family transcriptional regulator"
"EW023_RS07695"	"g007235"	"transcription antitermination factor NusB"
"EW023_RS07700"	"g007572"	"Asp23/Gls24 family envelope stress response protein"
"EW023_RS07705"	"g006708"	"elongation factor P"
"EW023_RS07710"	"g001468"	"ComE operon protein 2"
"EW023_RS07715"	"g010000"	"aminopeptidase P family protein"
"EW023_RS07720"	"g001041"	"excinuclease ABC subunit UvrA"
"EW023_RS07725"	"g000126_1"	"hypothetical protein"
"EW023_RS07730"	"g005819_1"	"streptodornase Sda3"
"EW023_RS07735"	"g007049"	"hypothetical protein"
"EW023_RS07740"	"g012189"	"DUF334 domain-containing protein"
"EW023_RS07745"	"g006875"	"DUF4065 domain-containing protein"
"EW023_RS07750"	"g000429_1"	"CHAP domain-containing protein"
"EW023_RS07755"	"g001814"	"hypothetical protein"
"EW023_RS07760"	"g001665"	"hypothetical protein"
"EW023_RS07765"	"g000165_1"	"DUF1366 domain-containing protein"
"EW023_RS07770"	"g000360_1"	"DUF1617 family protein"
"EW023_RS07775"	"g000460_1"	"hypothetical protein"
"EW023_RS07780"	"g008055"	"hypothetical protein"
"EW023_RS07785"	"g001774_1"	"hypothetical protein"
"EW023_RS07790"	"g000947"	"peptidase"
"EW023_RS07795"	"g012956"	"hypothetical protein"
"EW023_RS07800"	"g011103"	"tape measure protein"
"EW023_RS07805"	"g006581"	"hypothetical protein"
"EW023_RS07810"	"g007333"	"hypothetical protein"
"EW023_RS07815"	"g007176"	"hypothetical protein"
"EW023_RS07820"	"g007508"	"phage capsid protein"
"EW023_RS07825"	"g007776"	"hypothetical protein"
"EW023_RS07830"	"g007928"	"hypothetical protein"
"EW023_RS07835"	"g007430"	"hypothetical protein"
"EW023_RS07840"	"g012429"	"N4-gp56 family major capsid protein"
"EW023_RS07845"	"g006445"	"hypothetical protein"
"EW023_RS07850"	"g000203"	"hypothetical protein"
"EW023_RS07855"	"g008567"	"hypothetical protein"
"EW023_RS07860"	"g010612"	"phage capsid protein"
"EW023_RS07865"	"g010548"	"phage portal protein"
"EW023_RS07870"	"g009562"	"PBSX family phage terminase large subunit"
"EW023_RS07875"	"g007116"	"hypothetical protein"
"EW023_RS07880"	"g007655"	"ASCH domain-containing protein"
"EW023_RS07885"	"g014646"	"None"
"EW023_RS07890"	"g006163"	"hypothetical protein"
"EW023_RS07895"	"g006908"	"chromosome partitioning protein ParB"
"EW023_RS07900"	"g007319"	"DUF1492 domain-containing protein"
"EW023_RS07905"	"g001293"	"SAM-dependent DNA methyltransferase"
"EW023_RS07910"	"g007497"	"hypothetical protein"
"EW023_RS07915"	"g007063"	"class I SAM-dependent methyltransferase"
"EW023_RS07920"	"g000116_2"	"hypothetical protein"
"EW023_RS07925"	"g009070"	"hypothetical protein"
"EW023_RS07930"	"g007509"	"hypothetical protein"
"EW023_RS07935"	"g005837"	"hypothetical protein"
"EW023_RS07940"	"g008916"	"hypothetical protein"
"EW023_RS07945"	"g005478"	"DNA recombination protein RecT"
"EW023_RS07950"	"g003570"	"hypothetical protein"
"EW023_RS07955"	"g008850"	"hypothetical protein"
"EW023_RS07960"	"g004089"	"hypothetical protein"
"EW023_RS07965"	"g003870"	"hypothetical protein"
"EW023_RS07970"	"g003409"	"DnaD domain protein"
"EW023_RS07975"	"g003799"	"hypothetical protein"
"EW023_RS07980"	"g001813"	"hypothetical protein"
"EW023_RS07985"	"g008446"	"hypothetical protein"
"EW023_RS07990"	"g008768"	"hypothetical protein"
"EW023_RS07995"	"g007901"	"hypothetical protein"
"EW023_RS08000"	"g003965"	"KTSC domain-containing protein"
"EW023_RS08005"	"g000279"	"oxidoreductase"
"EW023_RS08010"	"g009006"	"hypothetical protein"
"EW023_RS08015"	"g014647"	"None"
"EW023_RS08020"	"g001548_1"	"helix-turn-helix transcriptional regulator"
"EW023_RS08025"	"g003429"	"hypothetical protein"
"EW023_RS08030"	"g006890"	"hypothetical protein"
"EW023_RS08035"	"g004325"	"site-specific integrase"
"EW023_RS08040"	"g011763"	"magnesium transporter CorA family protein"
"EW023_RS08045"	"g006258"	"DUF1129 domain-containing protein"
"EW023_RS08050"	"g001749"	"30S ribosomal protein S18"
"EW023_RS08055"	"g000102_1"	"single-stranded DNA-binding protein"
"EW023_RS08060"	"g003672"	"30S ribosomal protein S6"
"EW023_RS08065"	"g008204"	"hypothetical protein"
"EW023_RS08070"	"g009853"	"A/G-specific adenine glycosylase"
"EW023_RS08075"	"g001348"	"helix-turn-helix transcriptional regulator"
"EW023_RS08080"	"g000775"	"thioredoxin TrxA"
"EW023_RS08085"	"g006960"	"phosphatase PAP2 family protein"
"EW023_RS08090"	"g011233"	"endonuclease MutS2"
"EW023_RS08095"	"g002980"	"CvpA family protein"
"EW023_RS08100"	"g008103"	"hypothetical protein"
"EW023_RS08105"	"g012005"	"ribonuclease HIII"
"EW023_RS08110"	"g006535"	"signal peptidase I"
"EW023_RS08115"	"g005128"	"ATP-dependent RecD-like DNA helicase"
"EW023_RS08120"	"g003131"	"hypothetical protein"
"EW023_RS08125"	"g009930"	"DNA polymerase IV"
"EW023_RS08130"	"g011237"	"formate C-acetyltransferase"
"EW023_RS08135"	"g011733"	"serine hydrolase"
"EW023_RS08140"	"g012779"	"peptidase"
"EW023_RS08145"	"g012072"	"TSUP family transporter"
"EW023_RS08150"	"g011747"	"aquaporin family protein"
"EW023_RS08155"	"g001430_2"	"universal stress protein"
"EW023_RS08160"	"g011024"	"MFS transporter"
"EW023_RS08165"	"g012940"	"Crp/Fnr family transcriptional regulator"
"EW023_RS08170"	"g010026"	"Xaa-Pro dipeptidyl-peptidase"
"EW023_RS08175"	"g008712"	"helix-turn-helix transcriptional regulator"
"EW023_RS08180"	"g007667"	"helix-turn-helix transcriptional regulator"
"EW023_RS08185"	"g008162"	"YbaB/EbfC family nucleoid-associated protein"
"EW023_RS08190"	"g000199"	"MerR family transcriptional regulator"
"EW023_RS08195"	"g002788"	"3'-5' exonuclease"
"EW023_RS08200"	"g006578"	"DUF536 domain-containing protein"
"EW023_RS08205"	"g007018"	"hypothetical protein"
"EW023_RS08210"	"g006408"	"ATP-binding cassette domain-containing protein"
"EW023_RS08215"	"g010137"	"hypothetical protein"
"EW023_RS08220"	"g008124"	"hypothetical protein"
"EW023_RS08225"	"g004306"	"NAD(P)/FAD-dependent oxidoreductase"
"EW023_RS08230"	"g006198"	"deoxyribose-phosphate aldolase"
"EW023_RS08235"	"g009598"	"NupC/NupG family nucleoside CNT transporter"
"EW023_RS08240"	"g012637"	"uridine phosphorylase"
"EW023_RS08245"	"g012743"	"GntR family transcriptional regulator"
"EW023_RS08250"	"g000383"	"30S ribosomal protein S14"
"EW023_RS08255"	"g005238"	"tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD"
"EW023_RS08260"	"g003318"	"ribosomal-protein-alanine N-acetyltransferase"
"EW023_RS08265"	"g013030"	"tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB"
"EW023_RS08270"	"g008636"	"DNA-dependent RNA polymerase auxiliary subunit epsilon family protein"
"EW023_RS08275"	"g004654"	"ribonuclease J"
"EW023_RS08280"	"g004973"	"type I glutamate--ammonia ligase"
"EW023_RS08285"	"g003459"	"MerR family transcriptional regulator"
"EW023_RS08290"	"g006746"	"aromatic acid exporter family protein"
"EW023_RS08295"	"g004268"	"phosphoglycerate kinase"
"EW023_RS08300"	"g005609"	"5'-nucleotidase%2C lipoprotein e(P4) family"
"EW023_RS08305"	"g012058"	"SPFH domain-containing protein"
"EW023_RS08310"	"g004674"	"DAK2 domain-containing protein"
"EW023_RS08315"	"g007711"	"Asp23/Gls24 family envelope stress response protein"
"EW023_RS08320"	"g004005"	"50S ribosomal protein L28"
"EW023_RS08325"	"g012107"	"fructose-bisphosphate aldolase"
"EW023_RS08335"	"g011871"	"alpha/beta hydrolase"
"EW023_RS08340"	"g000986"	"CTP synthase (glutamine hydrolyzing)"
"EW023_RS08345"	"g006608"	"DNA-directed RNA polymerase subunit delta"
"EW023_RS08350"	"g009326"	"trigger factor"
"EW023_RS08355"	"g012290"	"mechanosensitive ion channel family protein"
"EW023_RS08360"	"g006709"	"TIGR01440 family protein"
"EW023_RS08365"	"g007132"	"membrane protein"
"EW023_RS08370"	"g012712"	"bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase"
"EW023_RS08375"	"g012795"	"tRNA pseudouridine(38-40) synthase TruA"
"EW023_RS08380"	"g006744"	"sigma-70 family RNA polymerase sigma factor"
